,Sal,SST
83,32.3703536015775,12.8494243241144
84,32.2807889207099,12.8114437619046
85,32.1980605848965,12.7866401030918
86,32.1228482691682,12.7768179960532
87,32.0557624762424,12.7832311499249
88,31.9973397821612,12.8065334803483
89,31.948038812952,12.8467559718203
90,31.9082369842054,12.9033100369981
91,31.8782280278358,12.9750169944148
92,31.8582203224686,13.0601621640499
93,31.8483360359707,13.1565710424346
94,31.8486110806737,13.2617041073996
95,31.8589958739267,13.3727660522053
96,31.8793568888243,13.4868246866157
97,31.9094789723732,13.6009343867666
98,31.9490684010546,13.71225883581
99,31.9977566367825,13.8181878738832
100,32.0551047397251,13.9164435612932
101,32.1206083883979,14.0051710377205
102,32.1937034519243,14.0830104110034
103,32.2737720544329,14.1491467044421
104,32.3601490672759,14.2033358000304
105,32.4521289611421,14.2459053018986
106,32.5489729472361,14.2777302728411
107,32.6499163345268,14.3001848294897
108,32.75417602864989,14.3150715809836
109,32.8609580973886,14.324531825475
110,32.9694653277585,14.3309402440924
111,33.0789047005776,14.3367885215874
112,33.1884947099968,14.3445628490902
113,33.2974724577792,14.3566206041096
114,33.405100455121,14.3750716385023
115,33.5106730684602,14.4016695252286
116,33.6135225499897,14.4377178149453
117,33.7130245984214,14.483995837136
118,33.8086034008854,14.5407078589625
119,33.8997361126438,14.6074585081583
120,33.9859567374722,14.6832563023229
121,34.0668593780636,14.7665459422033
122,34.1421008325587,14.8552687646216
123,34.2114025202391,14.9469494614543
124,34.274551726454,15.0388059089323
125,34.3314021639273,15.1278777735604
126,34.3818738546161,15.2111685244542
127,34.4259523432159,15.285794641756
128,34.4636872601403,15.3491352167086
129,34.4951902582846,15.3989748325462
130,34.5206323540512,15.4336326274379
131,34.5402407089012,15.4520707889027
132,34.5542948930476,15.4539764158582
133,34.5631226777685,15.4398116957517
134,34.5670954071496,15.410828648999
135,34.5666230038166,15.3690462435063
136,34.5621486663637,15.3171894152433
137,34.5541433186885,15.2585913703503
138,34.5430998732948,15.1970624037292
139,34.529527371797,15.1367302559489
140,34.5139450663619,15.0818586504363
141,34.4968765056398,15.0366520154713
142,34.4788436878887,15.0050554179988
143,34.4603613424914,14.9905593496002
144,34.4419313989249,14.9960191578394
145,34.4240376995016,15.023498578991
146,34.4071410088855,15.0741459956446
147,34.3916743695474,15.148110735677
148,34.378038847991,15.2445049946361
149,34.3665997118258,15.3614148737073
150,34.35768307261799,15.4959616744309
151,34.35157302399431,15.6444120916573
152,34.34850929875,15.8023334231309
153,34.3486854627996,15.9647874993685
154,34.3522476577635,16.1265548624832
155,34.3592938978735,16.2823789109211
156,34.3698739207744,16.427218387535
157,34.3839895857615,16.5564958083991
158,34.40159580708711,16.6663292695771
159,34.4226020042636,16.7537355576158
160,34.446874045834,16.8167936215983
161,34.47423665794449,16.8547591998877
162,34.504476264279,16.868123658939
163,34.537344219555,16.8586127894711
164,34.572560394885,16.8291242854377
165,34.6098170699003,16.7836057525139
166,34.6487830836665,16.726878192256
167,34.6891081941016,16.6644128195538
168,34.7304275938729,16.6020716343164
169,34.7723665296028,16.5458242383603
170,34.8145449706686,16.501454843507
171,34.8565822739343,16.4742741660766
172,34.8981017914042,16.4688508919431
173,34.938735369017,16.4887766112183
174,34.97812768659961,16.5364765906049
175,35.0159403913292,16.6130765440289
176,35.051855979904,16.71833278614
177,35.0855813879353,16.8506299494844
178,35.1168512488304,17.0070469811569
179,35.14543078857,17.1834885919763
180,35.1711183272667,17.3748759010314
181,35.19374736315,17.5753868875363
182,35.2131882196215,17.778734602895
183,35.22934924118979,17.9784690573404
184,35.2421775293752,18.1682873934783
185,35.2516592150122,18.342336470099
186,35.25781926870371,18.4954923360016
187,35.26072085644621,18.623602261176
188,35.2604642525832,18.7236769512073
189,35.25718532719929,18.7940231967999
190,35.2510536297907,18.8343103628216
191,35.2422700954784,18.8455676292178
192,35.2310644041317,18.8301125680554
193,35.21769202648289,18.7914152755124
194,35.2024309946192,18.7339056750854
195,35.1855784370797,18.6627345817541
196,35.16744692115061,18.5835015029298
197,35.1483606468104,18.5019638201815
198,35.12865153810881,18.4237428557718
199,35.10865527856311,18.3540423352598
200,35.088707337411,18.2973939152733
201,35.0691390332786,18.2574428053478
202,35.0502736810011,18.2367841708017
203,35.032422865998,18.23685809564
204,35.0158828887613,18.2579075777102
205,35.0009314196951,18.2990005118681
206,34.9878244017764,18.3581130907561
207,34.976793235319,18.4322687163163
208,34.9680422755661,18.5177235555319
209,34.96174666993861,18.6101874553426
210,34.95805055758839,18.7050671860806
211,34.95706564948861,18.7977180021394
212,34.9588702026889,18.8836893399377
213,34.9635083976343,18.9589511161855
214,34.97099012263489,19.0200884964592
215,34.9812911647498,19.0644550836489
216,34.99435380155639,19.0902770981207
217,35.010087783577,19.0967041262496
218,35.0283716925823,19.0838052204137
219,35.0490546566383,19.0525123508524
220,35.07195839865381,19.0045162487428
221,35.0968795913737,18.9421223639099
222,35.1235924882907,18.8680768363374
223,35.15185179684789,18.7853739266244
224,35.1813957576195,18.6970571842609
225,35.2119493909104,18.6060267150322
226,35.2432278704399,18.5148642464098
227,35.2749399824765,18.4256863333756
228,35.30679162799871,18.340034088764
229,35.3384893251679,18.2588053889938
230,35.36974366961901,18.1822327521802
231,35.4002727107991,18.1099071827535
232,35.4298052038045,18.040845403458
233,35.4580836978641,17.9735952266239
234,35.4848674247742,17.9063715120121
235,35.50993495317839,17.8372133543847
236,35.53308657757439,17.7641519441605
237,35.5541464142841,17.6853780149168
238,35.5729641803003,17.5993979561703
239,35.58941663488221,17.5051685101814
